不_d ,_w 12243_m 
月兔_n ,_w 2_m 
坐待晓_id ,_w 2_m 
吟役_v ,_w 2_m 
吹败叶_id ,_w 2_m 
照愁人_n ,_w 2_m 
蕴蓄_a ,_w 2_m 
浇讹_v ,_w 2_m 
世恶_n ,_w 2_m 
门志_n ,_w 2_m 
楚江山_ns ,_w 2_m 
沈槛_np ,_w 2_m 
侵僧_v ,_w 2_m 
半窗月_t ,_w 2_m 
苔鹤_n ,_w 2_m 
砌_v 虫_n ,_w 2_m 
隐国_v ,_w 2_m 
阴_a 鹿_n 自眠_v ,_w 2_m 
冷遥_a ,_w 2_m 
日得闲_id ,_w 2_m 
羞荐_v ,_w 2_m 
终取_v ,_w 2_m 
凡言_n ,_w 2_m 
归捷_v ,_w 2_m 
中华_nz 第_m ,_w 2_m 
船鬓_n ,_w 2_m 
波_n 穷_a ,_w 2_m 
难官_n ,_w 2_m 
深_d 要_v ,_w 2_m 
灵愿_n ,_w 2_m 
闲赋庾_id ,_w 2_m 
贪谏主_id ,_w 2_m 
无直臣_a ,_w 2_m 
楚南春_ns ,_w 2_m 
立马_d 不忍_v ,_w 2_m 
都缘_n ,_w 2_m 
门易_a ,_w 2_m 
受羁_v ,_w 2_m 
栖惯_v ,_w 2_m 
客情方_n ,_w 2_m 
路事_n ,_w 2_m 
不_d 比_v ,_w 2_m 
在家时_t ,_w 2_m 
勉汝言_id ,_w 2_m 
闻人善即师_id ,_w 2_m 
徉_n ,_w 2_m 
狂宁_a ,_w 2_m 
巧达_nz ,_w 2_m 
免低尘_n ,_w 2_m 
土颜_n ,_w 2_m 
茶窗_n 底_f ,_w 2_m 
屋头山_ns ,_w 2_m 
羡闲_v ,_w 2_m 
人口数_n ,_w 2_m 
仙桂终_id ,_w 2_m 
暗松_a ,_w 2_m 
凡_d 吊_v ,_w 2_m 
若_c 征_v ,_w 2_m 
横落日_n ,_w 2_m 
归_v 鸟度_n ,_w 2_m 
怀感_v ,_w 2_m 
况攀高桂枝_id ,_w 2_m 
报处_v ,_w 2_m 
恐兵_n ,_w 2_m 
戈隔_n ,_w 2_m 
趋门馆_n ,_w 2_m 
居静_n ,_w 2_m 
管芳_np ,_w 2_m 
有求非_id ,_w 2_m 
仙兴_v ,_w 2_m 
身无切事_id ,_w 2_m 
日万_d ,_w 2_m 
易_a 言_g ,_w 2_m 
山一_nz ,_w 2_m 
风天角_id ,_w 2_m 
岳猿_n ,_w 2_m 
伫思_v ,_w 2_m 
心_n 觉_v 满_v ,_w 2_m 
远_a 门轩_n ,_w 2_m 
鞞奏_v ,_w 2_m 
素商_n ,_w 2_m 
读书眼_n ,_w 2_m 
人_n 行尽_v ,_w 2_m 
边_d 信_v ,_w 2_m 
战_g 得胜_v ,_w 2_m 
入机_v ,_w 2_m 
愁织_n ,_w 2_m 
满_a 酌_g 酒_n ,_w 2_m 
侯门似海_i ,_w 2_m 
坟侵_v ,_w 2_m 
白_d 发恋_v ,_w 2_m 
为官者_n ,_w 2_m 
无_v 君_g 一_m 轴诗_n ,_w 2_m 
玉吕灰_n ,_w 2_m 
年_q 齿吟_v ,_w 2_m 
抛_v 手板_n ,_w 2_m 
邻隐_n ,_w 2_m 
凭野_n ,_w 2_m 
老_a 口_n ,_w 2_m 
利_d 得_v ,_w 2_m 
惊身事_id ,_w 2_m 
凄凄欲_a ,_w 2_m 
残秋雨_n ,_w 2_m 
久_a 劳风_n ,_w 2_m 
喜相_d 依_v ,_w 2_m 
日_q 沈山虎_n ,_w 2_m 
钟动寺_ns ,_w 2_m 
上_f 潮平_ns ,_w 2_m 
空渐入微_id ,_w 2_m 
天_n 有惜_v ,_w 2_m 
恐花_n ,_w 2_m 
始_d 放_v ,_w 2_m 
郭人_n ,_w 2_m 
侯国兵_np ,_w 2_m 
乡业_n ,_w 2_m 
痛_a 饮复_v ,_w 2_m 
横楚_v ,_w 2_m 
柳夹河_ns ,_w 2_m 
诗磨_n ,_w 2_m 
天下_n 乱_a ,_w 2_m 
璿仪气爽_id ,_w 2_m 
团_n 圞乐_v ,_w 2_m 
甘世薄_np ,_w 2_m 
喜山_ns ,_w 2_m 
隐扉_n ,_w 2_m 
孤_g 寒士_n ,_w 2_m 
杏园人_n ,_w 2_m 
民数_n ,_w 2_m 
知贤_n 宰切_a ,_w 2_m 
干戈达_nz ,_w 2_m 
咸思_v ,_w 2_m 
怜住_v ,_w 2_m 
贫为患_id ,_w 2_m 
唯余即不然_id ,_w 2_m 
无静_a 处_n ,_w 2_m 
南国者_n ,_w 2_m 
帆人_n ,_w 2_m 
潮_n 沙分_n ,_w 2_m 
投文处_n ,_w 2_m 
草白河_ns ,_w 2_m 
掠频_a ,_w 2_m 
三号_t ,_w 2_m 
探马_v ,_w 2_m 
一条尘_n ,_w 2_m 
不由此_d ,_w 2_m 
慰征人_n ,_w 2_m 
善政无惭色_id ,_w 2_m 
归似_v ,_w 2_m 
理头_n ,_w 2_m 
宇洽时_t ,_w 2_m 
岳钟思冷梦_id ,_w 2_m 
空_d 解吟_v ,_w 2_m 
酌话何之_id ,_w 2_m 
晚别_n ,_w 2_m 
自_p 小僻_a ,_w 2_m 
门_n 难_a ,_w 2_m 
沈命_v ,_w 2_m 
离抱_v ,_w 2_m 
长_a 欣万_np ,_w 2_m 
木叶_n 新_a 霜_n ,_w 2_m 
夜浪_n ,_w 2_m 
慎行止_id ,_w 2_m 
利于_v ,_w 2_m 
方多事_n ,_w 2_m 
觉国_v ,_w 2_m 
后来师_n ,_w 2_m 
初梦惊_id ,_w 2_m 
吟发_v ,_w 2_m 
无久情_id ,_w 2_m 
况_g 未_d 鬓_v ,_w 2_m 
残荒垒_n ,_w 2_m 
前程_n 计_v ,_w 2_m 
天宁丧_ns ,_w 2_m 
人情日_n ,_w 2_m 
言闲今_id ,_w 2_m 
无_v 住处_n ,_w 2_m 
石树阴_np ,_w 2_m 
师留_v ,_w 2_m 
烛共_j ,_w 2_m 
寒酸_a 影_g ,_w 2_m 
海涨_v ,_w 2_m 
禔景福_np ,_w 2_m 
官_n 合_v ,_w 2_m 
至论_v ,_w 2_m 
随_p 船_n ,_w 2_m 
绫梭_v ,_w 2_m 
古人意_n ,_w 2_m 
善喜_v ,_w 2_m 
老如_np 今日_t ,_w 2_m 
闭门非_id ,_w 2_m 
贾岛怜_np ,_w 2_m 
道何_r ,_w 2_m 
儿童书_n ,_w 2_m 
言论关_n ,_w 2_m 
废为公_id ,_w 2_m 
青山明_np 月夜_n ,_w 2_m 
千古一_id 诗人_n ,_w 2_m 
空销骨_n ,_w 2_m 
傍身_v ,_w 2_m 
移耒_v ,_w 2_m 
阳冢_n ,_w 2_m 
吟邻_v ,_w 2_m 
春_g 别帝乡_ns ,_w 2_m 
第老_m ,_w 2_m 
缘流水_n ,_w 2_m 
山_n 半_m 一_m 山_n 寺_g ,_w 2_m 
爱石_n ,_w 2_m 
庶俾亿_m ,_w 2_m 
果猿_n ,_w 2_m 
无斋鸽_a ,_w 2_m 
诗苦者_n ,_w 2_m 
命羁_n ,_w 2_m 
吟失_v ,_w 2_m 
千古不为尘_id ,_w 2_m 
衣绝_n ,_w 2_m 
蝉树生_np ,_w 2_m 
落晓光_np ,_w 2_m 
羽盛_a ,_w 2_m 
教化_v 情_n ,_w 2_m 
申敬_v ,_w 2_m 
孤寒耻_a ,_w 2_m 
孤寒达_a ,_w 2_m 
帝里无相识_id ,_w 2_m 
门迹_n ,_w 2_m 
开言_v ,_w 2_m 
重口_n ,_w 2_m 
分深人_n ,_w 2_m 
卷许_v ,_w 2_m 
家_q 怜旧_a 业贫_a ,_w 2_m 
李杜复_np ,_w 2_m 
彼时_r ,_w 2_m 
消于_v ,_w 2_m 
平生_n 断_v ,_w 2_m 
根丛_n ,_w 2_m 
自_r 怜空_v ,_w 2_m 
荒宁_a ,_w 2_m 
东_f 西阔_a ,_w 2_m 
求之不可求_id ,_w 2_m 
非_h 关从_v ,_w 2_m 
数_n 生修_v ,_w 2_m 
蟾桂云_np ,_w 2_m 
梯折_n ,_w 2_m 
鳌山鹤_n ,_w 2_m 
驾游_v ,_w 2_m 
惟_d 苦_a 吟_v ,_w 2_m 
虚_d 垂_v 异乡_n ,_w 2_m 
凋湘树_np ,_w 2_m 
掷_v 光阴_n ,_w 2_m 
几何人_r ,_w 2_m 
寒暄_v 气_n ,_w 2_m 
早晚_d 见_v ,_w 2_m 
莫_d 待_v 瘴_v ,_w 2_m 
酒朝_t ,_w 2_m 
烟水路_n ,_w 2_m 
生应_v 无辍日_t ,_w 2_m 
林_g 泉_g 道_n ,_w 2_m 
书生不忍_id ,_w 2_m 
命信_v ,_w 2_m 
堪路_n ,_w 2_m 
腊中_t ,_w 2_m 
郡邑溪_ns ,_w 2_m 
山巧_a ,_w 2_m 
下_f 第言之蜀_id ,_w 2_m 
静柝八_t ,_w 2_m 
复怜_v 才_n ,_w 2_m 
发_v 夜雷_n ,_w 2_m 
临邛_v 无_v 久_a 恋_v ,_w 2_m 
高桂待_np ,_w 2_m 
君_g 回_v ,_w 2_m 
僻春_t ,_w 2_m 
花都_n ,_w 2_m 
待晚_t ,_w 2_m 
沉烽_v ,_w 2_m 
湘江_ns 食_v ,_w 2_m 
人侵_n ,_w 2_m 
学处_n ,_w 2_m 
征鼙_v ,_w 2_m 
喜不闻_id ,_w 2_m 
山犬眠_id ,_w 2_m 
非_h 此_r 志_n ,_w 2_m 
致_v 明君_np ,_w 2_m 
酒_n 入杯_v ,_w 2_m 
棋添局_n ,_w 2_m 
不同_a 桃_n ,_w 2_m 
伴书生_n ,_w 2_m 
一_m 宿_g 三秋寺_ns ,_w 2_m 
细泉山_ns ,_w 2_m 
孤_g 客夜_n ,_w 2_m 
巢_n 盛月_t ,_w 2_m 
龙_n 潜穴_v ,_w 2_m 
见景_n ,_w 2_m 
贫守_v ,_w 2_m 
海内故_s ,_w 2_m 
交稀_v ,_w 2_m 
无幻_v ,_w 2_m 
迷著_a 此_r ,_w 2_m 
独悟_v ,_w 2_m 
岳开_v ,_w 2_m 
窗阔_a ,_w 2_m 
因_p 虫_n ,_w 2_m 
说空空_id ,_w 2_m 
通处_v ,_w 2_m 
孤舟_n 少_a ,_w 2_m 
干人_n ,_w 2_m 
围泰_n ,_w 2_m 
君_g 真道者_n ,_w 2_m 
每别_r ,_w 2_m 
文九_n ,_w 2_m 
顾己自贪生_id ,_w 2_m 
侵吞_v 远_a ,_w 2_m 
危打劫_id ,_w 2_m 
当局_n ,_w 2_m 
昔舜_v ,_w 2_m 
遗风日_n ,_w 2_m 
兴妖_v ,_w 2_m 
竞淫_v ,_w 2_m 
官情_n ,_w 2_m 
野_a 兽眠_n ,_w 2_m 
低草_n ,_w 2_m 
池禽_n ,_w 2_m 
浴动_v ,_w 2_m 
馀政_v ,_w 2_m 
田翁辈_np ,_w 2_m 
常言化_v ,_w 2_m 
育时_t ,_w 2_m 
稽岁月_n ,_w 2_m 
茅屋梁_n ,_w 2_m 
茶盘果_n ,_w 2_m 
传终_v ,_w 2_m 
酒废_n ,_w 2_m 
劝吟_v ,_w 2_m 
不_d 得力_a ,_w 2_m 
奉明灵_np ,_w 2_m 
凡事_n ,_w 2_m 
忍不惜_v ,_w 2_m 
家枕_n ,_w 2_m 
渔竿_n 壮_v ,_w 2_m 
鹤_n 发乱时_t ,_w 2_m 
岳暖无猿叫_id ,_w 2_m 
莫_d 便_d 学_v ,_w 2_m 
紫衣明_n ,_w 2_m 
主赠_v ,_w 2_m 
影不知_v ,_w 2_m 
复敛眉_n ,_w 2_m 
善误_n ,_w 2_m 
承后嗣_n ,_w 2_m 
女托_n ,_w 2_m 
葬礼_n ,_w 2_m 
求备_v ,_w 2_m 
情好者_n ,_w 2_m 
旧文集_n ,_w 2_m 
惹尘_n ,_w 2_m 
衲_g 外_f ,_w 2_m 
魔宁_ns ,_w 2_m 
风_n 驱_g 雾_n ,_w 2_m 
失时_v ,_w 2_m 
不_d 闻_v 宽_a ,_w 2_m 
转流_v 离_v ,_w 2_m 
清碑_n ,_w 2_m 
生莲_n ,_w 2_m 
馀脉_n ,_w 2_m 
重馆_n ,_w 2_m 
蔡琰琴_np ,_w 2_m 
渔罾_n ,_w 2_m 
饷田_n ,_w 2_m 
信愁_a ,_w 2_m 
雾气_n ,_w 2_m 
双辘轳_n ,_w 2_m 
葱岭_ns 北_f ,_w 2_m 
独战云_n ,_w 2_m 
中胡_n ,_w 2_m 
马塞垣_np 老_a ,_w 2_m 
养尔逢多难_id ,_w 2_m 
忧学_v ,_w 2_m 
乱世时_t ,_w 2_m 
偏促_a ,_w 2_m 
阴天日_n ,_w 2_m 
无言搔白首_id ,_w 2_m 
倚东门_ns ,_w 2_m 
旧_a 香闺_n ,_w 2_m 
罗衣尽_np ,_w 2_m 
蛾扑帐_n ,_w 2_m 
土蚀钗无凤_id ,_w 2_m 
尘生镜_n ,_w 2_m 
少菱_np ,_w 2_m 
香缯_n ,_w 2_m 
江_n 树_n 短_a ,_w 2_m 
灵怨_a ,_w 2_m 
临皎镜_n ,_w 2_m 
雨残_v ,_w 2_m 
墙头山_ns ,_w 2_m 
色健_a ,_w 2_m 
林外_s 鸟_n ,_w 2_m 
声欢_n ,_w 2_m 
翘日_t ,_w 2_m 
台丽_a ,_w 2_m 
翠阑_a ,_w 2_m 
欲言无处言_id ,_w 2_m 
杨子_np 家_n ,_w 2_m 
闲斜_v ,_w 2_m 
逐_g 断霞_n ,_w 2_m 
戚戚_n 彼何人_r ,_w 2_m 
明眸利于月_id ,_w 2_m 
啼妆晓_id ,_w 2_m 
金簪折_id ,_w 2_m 
空藏兰_n ,_w 2_m 
忍_v 琴_n ,_w 2_m 
夹江_ns ,_w 2_m 
郎歌玉簪_id ,_w 2_m 
玉簪声_n ,_w 2_m 
钿轴鸣_v ,_w 2_m 
江春树_np ,_w 2_m 
袍缝_n 紫_a 鹅_n 湿_a ,_w 2_m 
肠断欲何言_id ,_w 2_m 
湛琼液_n ,_w 2_m 
海烟_n 空_v ,_w 2_m 
解携忽_a ,_w 2_m 
唱莲_n ,_w 2_m 
塘歌_n ,_w 2_m 
西山雨_n ,_w 2_m 
城角_n 弄_v ,_w 2_m 
辞苦_v ,_w 2_m 
润屋_v 何_r ,_w 2_m 
席图_n ,_w 2_m 
造微_v ,_w 2_m 
蹑云_n ,_w 2_m 
大泽云_np ,_w 2_m 
鸟寒_n ,_w 2_m 
念予_v ,_w 2_m 
承_g 宝历_n ,_w 2_m 
御扆_v ,_w 2_m 
堤长_n ,_w 2_m 
四季_n ,_w 2_m 
伴诵_v ,_w 2_m 
山象_n ,_w 2_m 
翳日_t ,_w 2_m 
发表_v ,_w 2_m 
僧应_v ,_w 2_m 
朱_d 干_v 电_n ,_w 2_m 
城今_t ,_w 2_m 
僧借_v ,_w 2_m 
处春_v ,_w 2_m 
家僧_n ,_w 2_m 
许岳_ns ,_w 2_m 
钓浦雨_n ,_w 2_m 
移洲_ns ,_w 2_m 
回昭_v ,_w 2_m 
彩旞云_n ,_w 2_m 
吟次_v ,_w 2_m 
茶取_v ,_w 2_m 
至艺_v ,_w 2_m 
缘事_n ,_w 2_m 
冻痕_n ,_w 2_m 
蚕妇_n ,_w 2_m 
泛祥风_n ,_w 2_m 
霜洲_ns ,_w 2_m 
转漏_v ,_w 2_m 
集舞_v ,_w 2_m 
披蓑_v ,_w 2_m 
夏台_n ,_w 2_m 
野莺_n ,_w 2_m 
天付_v ,_w 2_m 
远裔_n ,_w 2_m 
几多年_t ,_w 2_m 
作盖_v ,_w 2_m 
凌春_t ,_w 2_m 
眺日_t ,_w 2_m 
移_v 西_f ,_w 2_m 
平花坞_n ,_w 2_m 
书_n 答_v ,_w 2_m 
龙雩_n ,_w 2_m 
孀_n ,_w 2_m 
空往_v ,_w 2_m 
香墀_n ,_w 2_m 
立多时_t ,_w 2_m 
宜教_v ,_w 2_m 
严祀_a ,_w 2_m 
宫子_n ,_w 2_m 
外隐_v ,_w 2_m 
封卷_v ,_w 2_m 
柴桑兴_np ,_w 2_m 
帝郊_s ,_w 2_m 
良由_n ,_w 2_m 
出丝_v ,_w 2_m 
丑者_n ,_w 2_m 
宝箧_n ,_w 2_m 
展画_v ,_w 2_m 
榾柮_v ,_w 2_m 
晚红_t ,_w 2_m 
军持_v ,_w 2_m 
寺灵_n ,_w 2_m 
高神_a ,_w 2_m 
龙活_n ,_w 2_m 
客_g 丹青_n ,_w 2_m 
休征_v ,_w 2_m 
歌奏_n ,_w 2_m 
玉皇教_n ,_w 2_m 
厓_n ,_w 2_m 
悬青雨_n ,_w 2_m 
离恨镇_ns ,_w 2_m 
猿_g 跳高_v ,_w 2_m 
岳静_a ,_w 2_m 
夜话阑_n ,_w 2_m 
水风清_id ,_w 2_m 
开门日_id ,_w 2_m 
帆张_n ,_w 2_m 
大鱼_n 惊_v ,_w 2_m 
拖_v 山_n ,_w 2_m 
谢_v 多情_a ,_w 2_m 
良宰_a ,_w 2_m 
客舟稀_n ,_w 2_m 
怀_v 至业_n ,_w 2_m 
万_m 里_q 信悠悠_a ,_w 2_m 
枝_g 来_v 北_f ,_w 2_m 
阙求_v ,_w 2_m 
孤舟往_id ,_w 2_m 
门巷静_id ,_w 2_m 
日坐阶墀_id ,_w 2_m 
抽通_v ,_w 2_m 
梅_g 落立_v ,_w 2_m 
无尘挠_id ,_w 2_m 
小任_v ,_w 2_m 
命官_n ,_w 2_m 
稀餐粟_n ,_w 2_m 
君清_v ,_w 2_m 
山暝云_np ,_w 2_m 
横处_v ,_w 2_m 
沈月_t ,_w 2_m 
侧时_t ,_w 2_m 
梵僧_np ,_w 2_m 
柏寺_ns ,_w 2_m 
梳一把霜_id ,_w 2_m 
知君愚_n ,_w 2_m 
复贤_v ,_w 2_m 
凭夜_t ,_w 2_m 
老_a 为待_v ,_w 2_m 
晴云学_n ,_w 2_m 
莫_d 潸然_a ,_w 2_m 
蝉悲欲落日_id ,_w 2_m 
雕_v 下拟_v ,_w 2_m 
山掺_n ,_w 2_m 
袂分_n ,_w 2_m 
阳平_ns ,_w 2_m 
精吟_v ,_w 2_m 
稳泛_a ,_w 2_m 
振帝_np ,_w 2_m 
隔塞垣_id ,_w 2_m 
上_f 东轩_ns ,_w 2_m 
空_d 舞_v ,_w 2_m 
骨寒_n ,_w 2_m 
岐平_n ,_w 2_m 
兔穴_n ,_w 2_m 
禽枝_n ,_w 2_m 
昏昏坐欲痴_id ,_w 2_m 
事无前_id ,_w 2_m 
半_m 丝_q ,_w 2_m 
轩重_a ,_w 2_m 
色静云_np ,_w 2_m 
归_v 早_a ,_w 2_m 
光寒鹤_n ,_w 2_m 
动步忧_id ,_w 2_m 
行问_v ,_w 2_m 
不畏_v 虎_n ,_w 2_m 
豪富_a ,_w 2_m 
田园_n 废_v ,_w 2_m 
疲羸_a 屋舍_n ,_w 2_m 
拥败_v ,_w 2_m 
稍_d 寒_g 人_n ,_w 2_m 
饱事_n ,_w 2_m 
孤州_ns ,_w 2_m 
横_v 晚烟_n ,_w 2_m 
鹭衔_n ,_w 2_m 
鱼_n 入寺_v ,_w 2_m 
鸦_r 接饭_v ,_w 2_m 
梦_n 泽连_v ,_w 2_m 
师吟_v ,_w 2_m 
论处_v ,_w 2_m 
浸遥_v ,_w 2_m 
无_v 尘地_n ,_w 2_m 
跨_v 鸟道_n ,_w 2_m 
朽枿云_np ,_w 2_m 
斜映_v ,_w 2_m 
平芜日_t ,_w 2_m 
半涵_n ,_w 2_m 
木脱_a ,_w 2_m 
疏慵者_n ,_w 2_m 
淡薄_a 人_n ,_w 2_m 
生碍_n ,_w 2_m 
敲巾_v ,_w 2_m 
玄中趣_n ,_w 2_m 
半房山_ns ,_w 2_m 
浮世_v 隔_v ,_w 2_m 
寸步不相关_id ,_w 2_m 
鱼窟_n ,_w 2_m 
非_d 取次_v ,_w 2_m 
惊_v 石磬_n ,_w 2_m 
出碍_v ,_w 2_m 
计生_j ,_w 2_m 
南_f 面色_n ,_w 2_m 
苍翠_a 绝_g ,_w 2_m 
寸步有闲_id 处_n ,_w 2_m 
百年_m 无_v 到_v 人_n ,_w 2_m 
禁_v 林_g 寒_g ,_w 2_m 
华净_a ,_w 2_m 
浪_n 高_a 风力_n ,_w 2_m 
堪忧处_n ,_w 2_m 
鱼龙侵莫测_id ,_w 2_m 
动须疑_id ,_w 2_m 
泽国云_np ,_w 2_m 
古_a 般_u ,_w 2_m 
无价寺_ns ,_w 2_m 
排凤仪_n ,_w 2_m 
引闲_v ,_w 2_m 
静论时_t ,_w 2_m 
冻犬眠_id ,_w 2_m 
繐幕_n ,_w 2_m 
香吐_n ,_w 2_m 
灯分_n ,_w 2_m 
斗老_v ,_w 2_m 
输_v 寒桧_n ,_w 2_m 
挈盂_n ,_w 2_m 
传衲_v ,_w 2_m 
教焚_v ,_w 2_m 
钟半闻_id ,_w 2_m 
大天全_id ,_w 2_m 
吟精楚欲空_id ,_w 2_m 
客来庭_n ,_w 2_m 
摇_v 轻_a 拂_v ,_w 2_m 
参寻_v ,_w 2_m 
鸾入_v ,_w 2_m 
暗指_n ,_w 2_m 
翠入_v ,_w 2_m 
鹭飞_v ,_w 2_m 
嶂开_v ,_w 2_m 
寂_g 无声_v ,_w 2_m 
气冲云_a ,_w 2_m 
影落_v 县_n ,_w 2_m 
多_a 阴_a ,_w 2_m 
云草_n ,_w 2_m 
常贵_a ,_w 2_m 
西山鸟_n ,_w 2_m 
语_g 传明_v ,_w 2_m 
寻珠网_n ,_w 2_m 
频道乐_n ,_w 2_m 
貌高清入骨_id ,_w 2_m 
佛证_n ,_w 2_m 
清浅时_t ,_w 2_m 
分明极_n ,_w 2_m 
所_u 得迟_v ,_w 2_m 
浴偎_v ,_w 2_m 
红日色_n ,_w 2_m 
栖压_v ,_w 2_m 
碧芦_n ,_w 2_m 
共_d 鹓_v ,_w 2_m 
同侣_n ,_w 2_m 
琼户_n ,_w 2_m 
拟掘_v ,_w 2_m 
孤坟_a 破_v ,_w 2_m 
大雅生_n ,_w 2_m 
高_a 莫_d 问_v ,_w 2_m 
悒怏_v ,_w 2_m 
贺登科_np ,_w 2_m 
看重_v ,_w 2_m 
试_v 榜_n ,_w 2_m 
浑别_n ,_w 2_m 
堪动楚_a ,_w 2_m 
安同_v ,_w 2_m 
贫处_n 见_v ,_w 2_m 
地_n 中_f 生_v ,_w 2_m 
物疑_n ,_w 2_m 
春独有名_id ,_w 2_m 
自_p 多情_a ,_w 2_m 
转栈_v ,_w 2_m 
话道_n ,_w 2_m 
孤烛白_a ,_w 2_m 
冷立_v ,_w 2_m 
暗香_n ,_w 2_m 
驿闭_v ,_w 2_m 
翻怕_v ,_w 2_m 
南_f 信_n ,_w 2_m 
疏峰_v ,_w 2_m 
不可_v 学_v ,_w 2_m 
落御_v 沟_n ,_w 2_m 
门_n 占_v ,_w 2_m 
仪仗_n ,_w 2_m 
何当化_v ,_w 2_m 
恩除_v ,_w 2_m 
处月_t ,_w 2_m 
元妃_n ,_w 2_m 
合眠_v ,_w 2_m 
谷期_t ,_w 2_m 
流溪_ns ,_w 2_m 
吞列宿_n ,_w 2_m 
绝微_d 云_g ,_w 2_m 
千_m 里程_n ,_w 2_m 
烟态_n ,_w 2_m 
润泽_v ,_w 2_m 
骨生_n ,_w 2_m 
干红_n ,_w 2_m 
大山_n ,_w 2_m 
玉津_ns ,_w 2_m 
砧杵声_n ,_w 2_m 
广陵潮_n ,_w 2_m 
千_m 山_n 生_v ,_w 2_m 
暮氛_n ,_w 2_m 
谢安_np 团扇_n ,_w 2_m 
画_n 敬_v 亭_g 云_n ,_w 2_m 
何_r 定_v ,_w 2_m 
经悟_v ,_w 2_m 
清霁_a ,_w 2_m 
甘资_n ,_w 2_m 
古道风_n ,_w 2_m 
压繁_a ,_w 2_m 
盈筐时_t ,_w 2_m 
采得_v ,_w 2_m 
武力_n ,_w 2_m 
思君安_np ,_w 2_m 
四顾频_id ,_w 2_m 
吕尚父_np ,_w 2_m 
钓石_n 千年_t ,_w 2_m 
松根盘_n ,_w 2_m 
怀_v 韬术_n ,_w 2_m 
含列宿_n ,_w 2_m 
绝纤云_n ,_w 2_m 
初_d 应候_v ,_w 2_m 
先于_v ,_w 2_m 
离塞鸿_j ,_w 2_m 
日斜金_n ,_w 2_m 
高松古_np ,_w 2_m 
懒寄_v ,_w 2_m 
睇望_v ,_w 2_m 
白云邻_np ,_w 2_m 
忍贫_v ,_w 2_m 
高雅_a 道_v ,_w 2_m 
许何人_r ,_w 2_m 
亭寒果_n ,_w 2_m 
孤鹤自相亲_id ,_w 2_m 
关河月_t ,_w 2_m 
飞_v 燕_g 入_v ,_w 2_m 
古岸头_n ,_w 2_m 
皇宠_n ,_w 2_m 
阶答_n ,_w 2_m 
孤独_a ,_w 2_m 
巢居时_t ,_w 2_m 
秋扇_n ,_w 2_m 
年兆_n ,_w 2_m 
渔笛_n ,_w 2_m 
干日_n ,_w 2_m 
霜须_n ,_w 2_m 
品格_n ,_w 2_m 
凝恨_v ,_w 2_m 
褒雄_a ,_w 2_m 
勋贤_n ,_w 2_m 
国阻_a ,_w 2_m 
驿头_n ,_w 2_m 
禁晓_v ,_w 2_m 
鵩人_n ,_w 2_m 
飘窗_n ,_w 2_m 
耸辔_v ,_w 2_m 
阶积_n ,_w 2_m 
孤客心_a ,_w 2_m 
野寒_a ,_w 2_m 
洽杯_v ,_w 2_m 
琴弹_n ,_w 2_m 
疏名路_n ,_w 2_m 
两_m 相思_v ,_w 2_m 
客傲_a ,_w 2_m 
摇橹_v ,_w 2_m 
聚散纷_id ,_w 2_m 
烟_n 披_v 寒_g 落落_v ,_w 2_m 
沙_n 浅静_a ,_w 2_m 
辞文陛_n ,_w 2_m 
泛槎人_n ,_w 2_m 
疏钟寒_n ,_w 2_m 
郭晚_np ,_w 2_m 
密_a 雪_n 水亭_n ,_w 2_m 
影迥_n ,_w 2_m 
投渚_v ,_w 2_m 
声愁雀_id ,_w 2_m 
地委_n ,_w 2_m 
吴将楚_np ,_w 2_m 
信远_a ,_w 2_m 
英华_j ,_w 2_m 
兵方_n ,_w 2_m 
相_d 宽_a ,_w 2_m 
金觥碧玉_np ,_w 2_m 
管弦桃_n ,_w 2_m 
期克_q ,_w 2_m 
三_m 素_q ,_w 2_m 
遗烈_a ,_w 2_m 
波心_n 见_v ,_w 2_m 
消残_v ,_w 2_m 
病怯_a ,_w 2_m 
细韵风_n ,_w 2_m 
频吟_v ,_w 2_m 
玉洞绝_id ,_w 2_m 
门扃_n ,_w 2_m 
犹_d 栖_g 鹤_n ,_w 2_m 
掣青蛇_n ,_w 2_m 
冲_v 碧落_n ,_w 2_m 
持行_v ,_w 2_m 
方_d 听_v 远_a ,_w 2_m 
露垂群_n ,_w 2_m 
木润_a ,_w 2_m 
空_d 有_v ,_w 2_m 
通宵寐_n ,_w 2_m 
月凉_a ,_w 2_m 
悲蟋蟀_n ,_w 2_m 
闻名来已久_id ,_w 2_m 
缠哀_v ,_w 2_m 
月泛_a ,_w 2_m 
计心_v ,_w 2_m 
尽心_a ,_w 2_m 
调_v 俗_a 不_d 乐_v ,_w 2_m 
声君_n ,_w 2_m 
会面时_t ,_w 2_m 
空过_n ,_w 2_m 
媒命_n ,_w 2_m 
吟馀_v 春_g ,_w 2_m 
巡迟_v ,_w 2_m 
天爵_n 如_v 堪_g 倚_v ,_w 2_m 
相_d 寻春_v ,_w 2_m 
扪萝盘_n ,_w 2_m 
渡_v 溪危_n ,_w 2_m 
松夹莓_n ,_w 2_m 
藏薜_n ,_w 2_m 
荔篱_n ,_w 2_m 
名姓厌人_id ,_w 2_m 
惟_d 怕_v ,_w 2_m 
双_m 鬓斑_n ,_w 2_m 
秉国权_np ,_w 2_m 
勃重_a ,_w 2_m 
晋让_v ,_w 2_m 
